med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
診療所,07,0114216,医療法人杏泉堂本間内科,福島市笹木野字小針尻２０－５,024-536-0063,医療法人　杏泉堂　本間内科　理事長　本間　一男,勝嶋　史子,内　消　循　糖尿病内科,,昭63. 4. 1,ika
診療所,07,0114232,もり皮膚科小児科医院,福島市大森字丑子内５８－５,024-545-3268,森　憲彦,森　憲彦,小　皮,,昭63. 5. 9,ika
診療所,07,0114257,医療法人社団杏仁会なかむら外科内科クリニック,福島市宮下町１５－１８,024-535-7518,医療法人社団杏仁会　理事長　中村　泉,中村　泉,外　内　胃　整外　皮　大腸・肛門外科　甲状腺内科　乳腺外科　内視鏡内科,,昭63. 11. 1,ika
病院,07,0114265,福島中央病院,福島市吉倉字谷地５２,024-546-4911,医療法人白寿会　理事長　三瓶　松太郎,安藤　仁,一般　内　消　循　放　呼　アレ,,昭63. 11. 1,ika
診療所,07,0114299,医療法人創仁会あらいクリニック,福島市荒井字弁天前１７－１,024-593-1020,医療法人創仁会　理事長　辻　満,山田　文彦,内　外　こう,,昭63. 12. 1,ika
診療所,07,0114331,医療法人イノモト医院耳鼻咽喉科,福島市瀬上町字四斗蒔２４－７,024-553-3185,医療法人イノモト医院耳鼻咽喉科　理事長　猪本　雄一郎,猪本　雄一郎,耳い,,昭64. 1. 1,ika
診療所,07,0114455,泌尿器科・皮膚科・内科　北町丹治医院,福島市北町３－３９,024-522-5911,医療法人恵仁会　理事長　丹治　修,丹治　進,ひ　皮　内,,平元. 9. 1,ika
診療所,07,0114463,医療法人社団真子会すやま小児科,福島市御山町６－２９,024-534-3018,医療法人社団真子会　理事長　陶山　宏,陶山　宏,小　内,,平元. 9. 1,ika
病院,07,0114471,医療法人慈心会村上病院,福島市立子山字北浦３,024-597-2124,医療法人慈心会　理事長　村上　敦浩,村上　敦浩,精神　精　内　心内,111,平元. 9. 1,ika
診療所,07,0114554,医療法人安斎外科胃腸科医院,福島市北五老内町３－２２,024-535-3353,医療法人安斎外科胃腸科医院　理事長　安齋　圭一,安齋　圭一,外　内　整外　漢方内科,,平元. 12. 1,ika
診療所,07,0114596,医療法人丸子眼科医院,福島市仲間町３－３０,024-522-4731,医療法人丸子眼科医院　理事長　丸子　順子,丸子　順子,眼,,平2. 1. 1,ika
病院,07,0114687,一般財団法人大原記念財団大原医療センター,福島市鎌田字中江３３,024-554-2001,一般財団法人大原記念財団　理事長　佐藤　勝彦,石橋　敏幸,一般　精神　内　リハ　整外　精　心内,139,平2. 8. 8,ika
診療所,07,0114711,医療法人八子胃腸科内科クリニック,福島市八島町２－３,024-533-1215,医療法人八子胃腸科内科クリニック　理事長　八子　章生,八子　章生,内　胃,,平2. 11. 1,ika
診療所,07,0114760,黒岩内科医院,福島市黒岩字榎平６４－１,024-545-7733,中村　一郎,中村　一郎,内　胃　循,,平3. 3. 3,ika
診療所,07,0114778,医療法人　腎済会　佐久間内科,福島市陣場町４－８,024-521-1800,医療法人　腎済会　佐久間内科　理事長　佐久間　隆,佐久間　隆,内,,平3. 4. 1,ika
診療所,07,0114786,医療法人村上耳鼻咽喉科医院,福島市松木町１－２３,024-534-3387,医療法人村上耳鼻咽喉科医院　理事長　村上　正文,村上　正文,耳い,,平3. 4. 1,ika
病院,07,0114810,医療法人社団　敬愛会　福島南病院,福島市方木田字辻の内３－５,024-546-1221,医療法人社団敬愛会　理事長　菊池　悟,野地　秀義,一般　循　心外　内　外　ひ　消　血液内科,128,平3. 6. 1,ika
診療所,07,0114844,医療法人創仁会東日本診療所,福島市成川字台２８－１,024-545-5801,医療法人創仁会　理事長　辻　満,射場　清光,内,,平3. 11. 1,ika
診療所,07,0114851,医療法人三河台内科,福島市野田町２－４－１９,024-534-7832,医療法人三河台内科　理事長　佐藤　直人,佐藤　直人,内　胃　消　アレ,,平3. 11. 1,ika
診療所,07,0114869,医療法人菊池クリニック,福島市花園町７－３１,024-535-4091,医療法人　菊池クリニック　理事長　菊池　哲也,菊池　哲也,内　胃腸内科　小　外,,平3. 11. 1,ika
診療所,07,0114877,松川中央医院,福島市松川町字土腐８,024-567-3355,医療法人恵徳会　理事長　及川　博介,及川　博介,内　胃　小,,平3. 11. 1,ika
診療所,07,0114935,医療法人すずきクリニック,福島市松川町字桜内７－２,024-567-2661,医療法人すずきクリニック　理事長　鈴木　定雄,鈴木　定雄,内　胃　外　整外　こう　リハ　皮,,平4. 1. 1,ika
診療所,07,0115056,木村内科・皮フ科,福島市渡利七社宮１０－１,024-521-0182,木村　忍,木村　忍,内　循　皮,,平4. 11. 1,ika
診療所,07,0115064,おぐらじクリニック内科小児科消化器科,福島市小倉寺字中田３１,024-523-4155,大橋　泰之,大橋　泰之,内　消化器内科　小,,平4. 11. 1,ika
診療所,07,0115155,医療法人佐藤医院,福島市陣場町１－８,024-522-2489,医療法人佐藤医院　理事長　佐藤　幹夫,佐藤　幹夫,内　リウ　アレ　消　リハ,,平5. 4. 1,ika
診療所,07,0115197,医療法人福島腎泌尿器クリニック,福島市森合字屋敷下３６－１,024-557-1815,医療法人福島腎泌尿器クリニック　理事長　熊谷　研,熊谷　研,一般　療養　ひ　内,,平5. 10. 1,ika
診療所,07,0115205,医療法人本田クリニック　本田クリニック産科婦人科,福島市大森字赤沢９７－６,024-545-3500,医療法人本田クリニック　理事長　本田　友紀,渡部　晋哉,一般　産　婦,,平5. 10. 1,ika
診療所,07,0115239,福島県精神保健福祉センター,福島市御山町８－３０,024-535-3556,福島県知事　内堀　雅雄,前田　正治,精,,平5. 12. 13,ika
診療所,07,0115247,大原こどもクリニック,福島市春日町１２－３２,024-536-9598,大原　洋一郎,大原　洋一郎,小,,平6. 2. 1,ika
診療所,07,0115288,医療法人六角クリニック,福島市仁井田字下鎌１４－１,024-545-6100,医療法人六角クリニック　理事長　六角　玲奈,六角　玄一,外　内　整外　皮　こう　胃　形外　リハ,,平6. 4. 1,ika
診療所,07,0115312,公益財団法人　福島県保健衛生協会総合健診センター,福島市方木田字水戸内１６－５,024-546-0391,公益財団法人　福島県保健衛生協会　代表理事　鈴木　順造,鈴木　順造,内　婦,,平6. 7. 1,ika
診療所,07,0115395,荒井胃腸科内科,福島市泉字泉川３－１,024-558-2577,医療法人荒井胃腸科内科　理事長　荒井　大輔,荒井　大輔,内　胃,,平7. 3. 1,ika
診療所,07,0115460,末永眼科医院,福島市鎌田字御仮家７３－４,024-554-6236,末永　雅之,末永　雅之,眼,,平7. 7. 1,ika
診療所,07,0115494,さかい眼科医院,福島市泉字弐斗蒔３５－６,024-559-3800,医療法人なつつばき会　理事長　酒井　正典,酒井　正典,眼,,平7. 10. 1,ika
診療所,07,0115502,石橋脳神経外科クリニック,福島市栄町６－６福島セントランドビル２Ｆ,024-523-0360,石橋　安彦,石橋　安彦,脳外　神内　内　リハ,,平7. 12. 1,ika
診療所,07,0115510,腎・泌尿器科クリニックさかがみ,福島市丸子字町頭２０－１３,024-553-6911,坂上　善成,坂上　善成,ひ　内　外,,平8. 1. 1,ika
病院,07,0115577,あづま脳神経外科病院,福島市大森字柳下１６－１,024-546-3911,社会医療法人　秀公会　理事長　泉　一郎,佐藤　拓,一般　療養　脳外　神内　循環器内科　消化器内科　リハ　内　外　麻　精,108,平8. 7. 10,ika
診療所,07,0115601,皮フ科たんじクリニック,福島市天神町１５－１０,024-531-5725,医療法人恵仁会　理事長　丹治　修,丹治　修,皮,,平8. 10. 1,ika
診療所,07,0115635,土屋眼科医院,福島市北五老内町６－６,024-534-0151,医療法人雄仁会　土屋　牧雄,土屋　牧雄,一般　眼,,平8. 10. 1,ika
診療所,07,0115643,医療法人後藤整形外科,福島市鎌田字門丈壇１０－１０,024-554-2626,医療法人後藤整形外科　理事長　後藤　英隆,後藤　英隆,一般　整外　リハ,,平8. 10. 1,ika
診療所,07,0115700,野田循環器・消化器内科外科クリニック,福島市北矢野目字原田５９－５,024-559-1133,医療法人慈栄会　理事長　野田　真由美,野田　真由美,循環器内科　内　糖尿病内科　内分泌内科　外　消化器内科　消化器外科　乳腺外科　こう,,平9. 4. 1,ika
診療所,07,0115718,医療法人さくら内科循環器科医院,福島市上名倉吉前３９－１,024-593-0611,医療法人さくら内科循環器科医院　理事長　鈴木　彰,鈴木　彰,内　呼　消　循,,平9. 4. 1,ika
診療所,07,0115734,医療法人さいとう医院,福島市飯坂町湯野字浦湊２－８,024-542-3030,医療法人さいとう医院　理事長　斎藤　孝一,斎藤　孝一,内　消,,平9. 4. 1,ika
診療所,07,0115742,公益財団法人福島県労働保健センター　附属貴船診療所,福島市沖高字北貴船１－２,024-554-1133,公益財団法人福島県労働保健センター　理事長　佐藤　卓也,佐藤　卓也,内,,平9. 5. 1,ika
診療所,07,0115767,さとう胃腸科クリニック,福島市森合町２ー２１,024-536-0133,佐藤　忠比古,佐藤　忠比古,胃　内,,平9. 7. 1,ika
診療所,07,0115783,笹木野みやけ内科外科,福島市笹木野字中小屋１６ー２,024-559-1511,医療法人みやけ歯科医科ケア　理事長　三宅　一永,三宅　高史,一般　内　外　整外　リハ　呼　消　循　こう　形外　心内,,平9. 10. 1,ika
診療所,07,0115809,にいつま内科・循環器科クリニック,福島市鎌田字一里塚５－１１,024-552-2844,新妻　一夫,新妻　一夫,内　循,,平9. 12. 1,ika
診療所,07,0115833,きっかわ皮膚科,福島市南中央１－６５－９,024-536-0008,医療法人　きっかわ皮膚科　理事長　吉川　康之,吉川　康之,皮　アレ,,平10. 4. 1,ika
診療所,07,0115866,竹田眼科クリニック,福島市黒岩字素利町２０－１,024-545-8880,医療法人　恵明会　理事長　竹田　洋介,竹田　洋介,眼,,平10. 4. 1,ika
診療所,07,0115916,きらり健康生活協同組合　上松川診療所,福島市北沢又字番匠田５,024-558-1111,きらり健康生活協同組合　理事長　木村　公,春日　良之,内　小　外　胃　リハ　放,,平10. 5. 1,ika
診療所,07,0115924,てらだクリニック,福島市八島田字下干損田４ー１,024-559-3101,寺田　督,寺田　督,婦　内　皮,,平10. 9. 1,ika
診療所,07,0115965,松川クリニック,福島市松川町沼袋字北原８４－１１,024-537-2055,村松　尚夫,村松　尚夫,内　リハ,,平10. 11. 1,ika
診療所,07,0115973,横田泌尿器科,福島市野田町６－６－１３,024-533-9388,横田　季世士,横田　季世士,ひ,,平10. 12. 1,ika
診療所,07,0116005,医療法人いちかわクリニック,福島市南矢野目字鼓田６－１,024-554-0303,医療法人いちかわクリニック　理事長　市川　文隆,市川　文隆,一般　産婦　小,,平11. 4. 1,ika
診療所,07,0116054,しぎはらクリニック,福島市八島田字勝口３７,024-555-3331,鴫原　晃,鴫原　晃,麻　内　整外　形外　アレ,,平11. 10. 1,ika
診療所,07,0116062,天神橋クリニック,福島市渡利字天神２７－１,024-528-1155,佐藤　佳浩,佐藤　佳浩,消　内　小,,平11. 11. 1,ika
診療所,07,0116088,医療法人　やすた耳鼻咽喉科クリニック,福島市東中央２－３－９,024-525-7565,医療法人やすた耳鼻咽喉科クリニック　理事長　安田秀男,安田　秀男,耳い,,平12. 4. 1,ika
診療所,07,0116096,医療法人　武田中央医院,福島市泉字仲ノ町１４－１３,024-559-1664,医療法人武田中央医院　理事長　横川　順子,横川　順子,内　消化器内科,,平12. 4. 1,ika
診療所,07,0116120,おじま眼科,福島市渡利字椚町２５－１,024-528-0588,医療法人　眞隆会　理事長　小島　彰,小島　彰,眼,,平12. 7. 1,ika
診療所,07,0116138,クリニック２１,福島市栄町６－６福島セントランドビル２Ｆ,024-521-5581,高木　徹,高木　徹,内　消,,平12. 10. 1,ika
診療所,07,0116146,きらり健康生活協同組合　とやのクリニック,福島市鳥谷野字宮畑６４－１,024-544-1122,きらり健康生活協同組合　理事長　木村　公,山本　喜代志,内　小　リハ,,平12. 10. 2,ika
診療所,07,0116179,福島県厚生農業協同組合連合会福島県農協会館診療所,福島市飯坂町平野字三枚長１－１　ＪＡ福島ビル１階,024-554-3488,福島県厚生農業協同組合連合会　代表理事理事長　大野　満春,重富　秀一,内　外,,平13. 1. 1,ika
診療所,07,0116187,医療法人社団望星会　蓬萊東クリニック,福島市蓬莱町８－１－１,024-548-6601,医療法人社団望星会　理事長　白井　哲夫,鈴木　穂孝,人工透析内科　腎臓内科,,平13. 2. 1,ika
診療所,07,0116195,ｉひふ・大腸　いがり弘之　由美子クリニック,福島市笹木野字中西裏１８－５,024-558-2323,医療法人雙葉会　理事長　猪狩　由美子,猪狩　由美子,皮　胃　内,,平13. 4. 1,ika
診療所,07,0116203,くさの耳鼻咽喉科クリニック,福島市天神町２－１８,024-531-9333,医療法人くさの耳鼻咽喉科クリニック　理事長　草野　英昭,草野　英昭,耳い　アレ,,平13. 4. 1,ika
診療所,07,0116211,医療生協わたり病院附属ふれあいクリニックさくらみず,福島市笹谷字塗谷地２０－１,024-559-2664,福島医療生活協同組合　理事長　齋藤　紀,齋藤　紀,内　消化器内科,,平13. 5. 1,ika
診療所,07,0116229,さとう日出夫整形外科,福島市岡部字中条６５,024-533-1433,医療法人　日優会　理事長　佐藤　日出夫,佐藤　日出夫,整外　リハ,,平13. 10. 1,ika
診療所,07,0116237,みやざき内科循環器科クリニック,福島市八木田字中島５４－２,024-544-2622,医療法人　みやざき内科循環器科クリニック　理事長　宮崎　吉弘,宮崎　吉弘,内　循,,平13. 10. 1,ika
診療所,07,0116252,岩﨑消化器科内科医院,福島市丸子字沢目３３－３,024-554-5841,医療法人　岩﨑医院　理事長　岩崎　勝利,岩崎　勝利,消化器内科　内,,平13. 10. 1,ika
病院,07,0116278,一般財団法人脳神経疾患研究所附属　南東北福島病院,福島市荒井北３－１－１３,024-593-5100,一般財団法人　脳神経疾患研究所　理事長　渡邉　貞義,菅野　智之,一般　一般　療養　療養　脳外　外　整外　循　内　こう　リハ　脳内　呼　消　ひ　麻　心外　形外　救命　皮　放　歯　歯外,233,平14. 2. 1,ika
診療所,07,0116302,あすなろ南矢野目クリニック,福島市南矢野目字清水前３４－１６,024-555-5766,佐藤　久芳,佐藤　久芳,内　胃　外,,平14. 4. 1,ika
診療所,07,0116328,わたなべクリニック,福島市成川字神崎４０－１,024-593-3172,医療法人　福成会　理事長　渡邊　一雄,渡邊　一雄,内　消化器内科　呼内　アレ,,平14. 4. 1,ika
診療所,07,0116336,内海メンタルクリニック,福島市蓬莱町６－２－１２,024-547-3553,内海　晴美,内海　晴美,精,,平14. 5. 1,ika
診療所,07,0116351,斎藤皮膚科クリニック,福島市八木田字井戸上８９－１,024-544-6866,齋藤　英二,齋藤　英二,皮,,平14. 5. 1,ika
診療所,07,0116443,西條耳鼻咽喉科医院,福島市笹谷字中田５－２,024-558-1344,医療法人　西條耳鼻咽喉科医院　理事長　西條　博之,西條　博之,耳い　気食,,平14. 10. 1,ika
診療所,07,0116450,しおや眼科,福島市置賜町５－２６,024-521-8710,塩谷　浩,塩谷　浩,眼,,平14. 10. 1,ika
診療所,07,0116500,医療法人　ＡＢＣクリニック新妻産婦人科,福島市陣場町９－１８,024-533-1103,医療法人ＡＢＣクリニック新妻産婦人科　理事長　新妻　和雄,新妻　和雄,一般　産婦　小　皮,,平15. 4. 1,ika
診療所,07,0116518,おひさま子供クリニック,福島市大森字城ノ内２４－１０,024-544-1581,医療法人　おひさま子供クリニック　理事長　赤間　英典,赤間　英典,小,,平15. 4. 1,ika
診療所,07,0116526,小野医院,福島市飯坂町字東堀切２５－６,024-542-2502,医療法人　小野医院　理事長　小野　和男,小野　和男,内　循　小,,平15. 4. 1,ika
診療所,07,0116534,西口クリニック婦人科,福島市三河南町１０－５,024-525-6388,医療法人　西口クリニック婦人科　理事長　本多　静香,本多　静香,婦,,平15. 7. 4,ika
診療所,07,0116542,おがたクリニック,福島市矢倉下１０－１,024-526-2626,尾形　眞光,尾形　眞光,内　外　胃　こう,,平15. 10. 6,ika
診療所,07,0116575,鎌田クリニック,福島市鎌田字舟戸前２５－１,024-554-6455,医療法人　鎌田クリニック　理事長　板垣　茂,板垣　茂,心内　精　内,,平15. 10. 1,ika
診療所,07,0116708,さとう眼科,福島市大森字島ノ内６９－１７,024-544-6833,医療法人さとう眼科　理事長　佐藤　浩之,佐藤　浩之,眼,,平16. 10. 1,ika
診療所,07,0116757,渡利整形外科,福島市渡利字椚町５３－１０,024-528-1354,医療法人　裕仁堂　理事長　持田　裕史,持田　裕史,整外　リハ,,平16. 10. 1,ika
診療所,07,0116765,医療法人桜樹会　八子医院,福島市桜木町１－２７,024-534-4850,医療法人桜樹会　理事長　八子　直樹,八子　直樹,一般　内　胃　外　整外　こう,,平17. 2. 1,ika
診療所,07,0116773,文化通やぎうちクリニック,福島市新町３－３０,024-522-7733,医療法人　慶愛会　理事長　柳内　務,柳内　務,精　心内　内　神,,平17. 4. 1,ika
診療所,07,0116849,みずの内科クリニック,福島市新町８－４ブレスビル１Ｆ,024-526-4855,水野　兼志,水野　兼志,内　呼　胃　循,,平17. 10. 17,ika
診療所,07,0116898,酒井内科クリニック,福島市岡部字中条８２－１,024-531-1781,酒井　久雄,酒井　久雄,内　呼　循　消　小,,平18. 2. 2,ika
診療所,07,0116914,ただき耳鼻咽喉科クリニック,福島市南矢野目字清水前３１－１,024-555-1133,唯木　享,唯木　享,耳い,,平18. 3. 1,ika
診療所,07,0116922,いわた整形外科,福島市南矢野目字荒屋敷５３－８,024-555-1151,岩田　仁男,岩田　仁男,整外　リハ,,平18. 4. 6,ika
病院,07,0116930,公立大学法人福島県立医科大学附属病院,福島市光が丘１,024-547-1111,公立大学法人福島県立医科大学　理事長　鈴木　弘行,藤森　敬也,一般　精神　結核　一般（感染）　内　精　脳内　小　外　整外　脳外　心外　皮　ひ　眼　耳い　放　麻　病理　歯　歯外　形外　呼内　消化器内科　消化器外科　循　リウ　呼外　小外　産　婦　リハ　和漢　腎臓内科　糖尿病内科　代謝内科　腫瘍内科　救急科　内分泌内科　内分泌外科　血液内科,715,平18. 4. 1,ika
診療所,07,0116948,ながおさ整形外科,福島市吉倉字八幡８－１,024-544-1852,長総　義弘,長総　義弘,整外　リハ,,平18. 5. 1,ika
診療所,07,0116955,アートクリニック産婦人科,福島市栄町６－１エスタビル１２階,024-523-1132,医療法人　アートクリニック　理事長　呉竹　昭治,呉竹　昭治,産婦,,平18. 4. 1,ika
診療所,07,0116963,医療法人　むつみ脳神経・耳鼻科クリニック,福島市渡利字鳥谷下町３８－１,024-526-0873,医療法人むつみ脳神経・耳鼻科クリニック　理事長　渡邉　睦,渡邉　睦,耳い　神内　内　脳外　小,,平18. 4. 1,ika
診療所,07,0116971,ましこ眼科クリニック,福島市丸子字芳堀１５－２,024-552-5335,増子　徹,増子　徹,眼,,平18. 6. 2,ika
病院,07,0116989,済生会福島総合病院,福島市大森字下原田２５,024-544-5171,社会福祉法人恩賜財団済生会支部福島県済生会　支部長　井上　仁,星野　豊,一般　内　精　呼内　消化器内科　循環器内科　外　整外　産婦　眼　耳い　ひ　麻　放　腎臓内科　血液内科　糖尿病・内分泌内科　呼吸器外科,198,平18. 5. 1,ika
診療所,07,0117003,奥野胃腸科内科医院,福島市瀬上町字寺前７,024-553-2658,奥野　洋,奥野　洋,内　胃　耳い,,平18. 7. 21,ika
診療所,07,0117029,医療法人泰博会　村島医院,福島市飯坂町字東堀切８,024-542-2131,医療法人泰博会　村島医院　理事長　村島　正泰,村島　正泰,内　外　胃　こう,,平18. 10. 1,ika
診療所,07,0117086,厚生会クリニック,福島市鎌田字門丈壇４－１,024-552-5111,社会医療法人福島厚生会　理事長　星野　俊吾,安田　悟,内　消　循環器内科　外　整外　麻,,平19. 7. 1,ika
診療所,07,0117110,いずみさとう内科,福島市泉字清水内１８－１,024-563-7573,佐藤　英俊,佐藤　英俊,内　消化器内科　循環器内科,,平19. 10. 1,ika
診療所,07,0117185,森合くにい内科,福島市森合字高野１－１２,024-555-1881,國井　博隆,國井　博隆,内　循,,平20. 4. 1,ika
診療所,07,0117193,きらり健康生活協同組合　せのうえ健康クリニック,福島市瀬上町字四斗蒔１－６,024-554-5757,きらり健康生活協同組合　理事長　木村　公,川添　隆司,内　胃腸内科　リハ　呼内,,平20. 4. 1,ika
診療所,07,0117201,まゆみ整形外科クリニック,福島市森合字上森合６－１,024-555-6261,石田　麻祐美,石田　麻祐美,整外　リハ　リウ,,平20. 5. 1,ika
診療所,07,0117219,斎藤医院,福島市飯野町字町８１,024-562-2026,斎藤　光,斎藤　光,内　胃　循,,平2. 4. 2,ika
診療所,07,0117235,生協いいの診療所,福島市飯野町字後川２７－２,024-562-4120,福島医療生活協同組合　理事長　齋藤　紀,佐藤　勝,内,,平6. 12. 1,ika
診療所,07,0117243,さくま内科クリニック,福島市山下町４－１１,024-525-2700,佐久間　文隆,佐久間　文隆,内　呼　消,,平21. 3. 1,ika
診療所,07,0117268,とみたキッズクリニック,福島市黒岩字北井２－３,024-544-1777,医療法人　とみたキッズクリニック　理事長　富田　陽一,富田　陽一,小,,平21. 4. 1,ika
診療所,07,0117276,久津医院,福島市入江町１３－３,024-525-4561,医療法人メディカルハーモニー　理事長　久津　由紀子,久津　由紀子,内　外　消　こう　整外　小,,平21. 4. 1,ika
診療所,07,0117326,医療法人　正槙会　西口ハートクリニック,福島市栄町１－１,024-573-8651,医療法人　正槙会　理事長　小野　正美,樋代　真一,心内　内　精,,平21. 10. 1,ika
診療所,07,0117334,やご内科リウマチクリニック,福島市森合字屋敷下３６－２,024-558-8585,八子　徹,八子　徹,内　リウ,,平22. 1. 1,ika
診療所,07,0117342,渡辺政行整形外科クリニック,福島市北五老内町６－１６,024-529-7655,医療法人　健正會　理事長　渡辺　政行,渡辺　政行,整外　リハ　リウ　内　ペインクリニック整形外科,,平22. 4. 1,ika
診療所,07,0117359,ひろやまメンタルクリニック,福島市三河南町１－１５　１階,024-529-7731,廣山　祐治,廣山　祐治,心内　内　精,,平22. 4. 12,ika
診療所,07,0117367,ＡＲＣクリニックよしだ整形外科,福島市早稲町４－１６ラヴィバレ一番丁１階,024-522-0321,医療法人ＡＲＣクリニック　理事長　吉田　仁郎,吉田　仁郎,整外　リハ　リウ　内　アレ,,平22. 3. 11,ika
診療所,07,0117383,いがらしキッズクリニック,福島市三河南町１－１５,024-563-7686,医療法人いがらしキッズクリニック　理事長　五十嵐　悦雄,五十嵐　悦雄,小　アレ,,平22. 10. 1,ika
診療所,07,0117391,いそめこどもクリニック,福島市吉倉字八幡３５－１,024-545-2757,医療法人いそめこどもクリニック　理事長　磯目　正人,磯目　正人,小　アレ,,平22. 11. 1,ika
病院,07,0117409,しのぶ病院,福島市大森字高畑３１－１,024-546-3311,医療法人回生堂　理事長　田島　史子,中牧　浩子,一般　療養　整外　内　呼内　循環器内科　消化器内科　放　リハ　リウ　腎臓内科,,平22. 12. 1,ika
診療所,07,0117417,おおもり内科・循環器科クリニック,福島市大森字坿７９－１,024-544-0577,医療法人正悠会　理事長　渡邊　正之,渡邊　正之,内　循,,平23. 6. 1,ika
診療所,07,0117425,南中央眼科クリニック,福島市南中央一丁目６７－２,024-536-3421,医療法人　優晟会　理事長　齋藤　公護,齋藤　公護,眼,,平23. 10. 1,ika
診療所,07,0117458,ふくしま在宅緩和ケアクリニック,福島市郷野目字宝来町２１－３,024-544-6987,医療法人社団　爽秋会　理事長　河原　正典,橋本　孝太郎,緩和ケア内科　疼痛緩和内科,,平24. 1. 1,ika
診療所,07,0117474,都小児科医院,福島市東中央１－９,024-535-2660,都　もと子,都　もと子,小,,平24. 5. 21,ika
診療所,07,0117482,大川レディースクリニック,福島市鳥谷野字天神３－１１,024-545-8883,医療法人　社団大川クリニック　理事長　大川　敏昭,大川　敏昭,産婦　内,,平24. 7. 1,ika
